Code	RA		N/S	DEC	Diameter	mag	Name
IC425	5.620000	+	32.416667	0.0	0.0	-
IC426	5.608611	-	0.298333	7.0	0.0	-
IC427	5.605000	-	6.616667	0.0	0.0	-
IC428	5.606722	-	6.451667	0.0	0.0	-
IC429	5.638333	-	7.036667	0.0	0.0	-
IC430	5.638389	-	7.040556	11.0	0.0	-
IC431	5.670556	-	1.463333	5.0	0.0	-
IC432	5.681944	-	1.506667	8.0	0.0	-
IC433	5.675306	-	11.665278	0.7	13.2	-
IC434	5.683333	-	2.453333	60.0	0.0	-
IC435	5.716667	-	2.312778	4.0	0.0	-
IC436	5.894417	+	38.628333	0.0	0.0	-
IC437	5.860361	-	12.564444	0.9	14.5	-
IC438	5.883333	-	17.875833	2.8	11.9	-
IC439	5.945000	+	32.016667	0.0	0.0	-
IC440	6.320278	+	80.068333	1.6	13.3	-
IC441	6.045194	-	12.499722	1.4	13.7	-
IC442	6.603306	+	82.968889	0.9	12.9	-
IC443	6.276667	+	22.516667	50.0	0.0	-
IC444	6.375000	+	22.866667	48.0	0.0	-
IC445	6.622500	+	67.860000	1.2	13.2	-
IC446	6.518333	+	10.459722	5.0	0.0	-
IC447	6.517778	+	9.866667	25.0	0.0	-
IC448	6.545833	+	7.388333	15.0	0.0	-
IC449	6.761333	+	71.343611	1.7	12.5	-
IC450	6.870083	+	74.427500	0.8	13.9	-
IC451	6.881056	+	74.480000	1.3	13.8	-
IC452	6.810833	-	16.901111	0.6	0.0	-
IC453	6.819861	-	16.906389	0.0	0.0	-
IC454	6.851722	+	12.922500	1.2	13.4	-
IC455	7.582694	+	85.537778	1.1	13.3	-
IC456	7.004833	-	30.163056	2.1	11.9	-
IC457	7.157861	+	50.153056	0.4	14.8	-
IC458	7.176028	+	50.119722	0.9	13.5	-
IC459	7.177389	+	50.177778	0.3	14.5	-
IC460	7.178917	+	50.202222	0.4	14.6	-
IC461	7.179167	+	50.081389	0.7	14.9	-
IC462	7.182139	+	50.181111	0.0	0.0	-
IC463	7.183583	+	50.119444	0.3	15.0	-
IC464	7.184583	+	50.136111	0.8	13.8	-
IC465	7.192667	+	50.248889	0.9	13.7	-
IC466	7.144139	-	4.317222	1.0	0.0	-
IC467	7.504944	+	79.872500	3.1	12.6	-
IC468	7.288583	-	13.218611	0.0	0.0	-
IC469	7.933139	+	85.158611	2.2	12.7	-
IC470	7.392056	+	46.079167	0.0	0.0	-
IC471	7.726778	+	49.668056	0.6	13.3	-
IC472	7.730611	+	49.613333	1.6	13.4	-
IC473	7.706861	+	9.254722	0.0	0.0	-
IC474	7.768694	+	26.504444	1.0	14.4	-
IC475	7.785889	+	30.488889	0.8	14.5	-
IC476	7.787889	+	26.950833	0.5	14.8	-
IC477	7.868583	+	23.483611	0.9	14.4	-
IC478	7.894889	+	26.492222	0.6	14.4	-
IC479	7.906139	+	27.007222	0.7	14.7	-
IC480	7.923083	+	26.742222	1.7	14.2	-
IC481	7.984111	+	24.160278	1.0	14.4	-
IC482	7.996472	+	25.356111	0.7	14.5	-
IC483	7.997889	+	25.925000	0.0	0.0	-
IC484	8.000278	+	26.665833	0.6	14.6	-
IC485	8.005500	+	26.701667	1.2	14.5	-
IC486	8.005861	+	26.613333	0.9	13.7	-
IC487	7.985333	-	0.637500	0.9	13.1	-
IC488	8.013806	+	25.902778	0.0	0.0	-
IC489	8.027167	+	25.996667	0.0	0.0	-
IC490	8.055583	+	25.811111	0.5	14.8	-
IC491	8.065278	+	26.519444	0.5	14.5	-
IC492	8.094000	+	26.167500	1.1	13.5	-
IC493	8.124333	+	25.133611	0.6	14.1	-
IC494	8.106750	+	1.036667	1.3	13.1	-
IC495	8.138722	+	9.014444	0.4	14.1	-
IC496	8.162194	+	25.881111	0.8	15.2	-
IC497	8.168361	+	24.922222	0.8	14.4	-
IC498	8.158417	+	5.280556	0.9	13.8	-
IC499	8.754806	+	85.740556	2.1	12.5	-
IC500	8.210972	-	16.051111	1.3	12.5	-
IC501	8.313194	+	24.537778	0.2	14.6	-
IC501	8.313250	+	24.537222	0.2	14.5	-
IC502	8.367667	+	8.753056	0.4	14.7	-
IC503	8.369611	+	3.268611	1.1	13.0	-
IC504	8.378111	+	4.261944	1.2	13.0	-
IC505	8.389333	+	4.373056	1.2	14.0	-
IC506	8.391861	+	4.300278	0.6	13.7	-
IC507	8.417222	-	0.591111	2.2	13.1	-
IC508	8.472861	+	25.124444	0.7	14.0	-
IC509	8.534306	+	24.010278	1.2	13.0	-
IC510	8.536361	-	2.162222	1.1	13.9	-
IC511	8.839389	+	73.462778	1.3	12.1	-
IC512	9.063611	+	85.501667	1.8	12.2	-
IC513	8.551389	-	12.355000	1.1	13.0	-
IC514	8.589528	-	2.046944	0.3	14.1	-
IC515	8.592000	-	1.900556	0.7	14.7	-
IC516	8.597444	-	1.871111	0.5	14.9	-
IC517	8.606111	-	2.055556	0.4	14.6	-
IC518	8.601944	+	0.693333	0.0	0.0	-
IC519	8.676222	+	2.611944	0.4	14.0	-
IC520	8.895028	+	73.490833	1.5	11.7	-
IC521	8.778944	+	2.538333	0.9	14.1	-
IC522	8.909667	+	57.166667	1.0	13.0	-
